brand,year,age,engine_size,power,mileage,prev_owners,value
bmw,2011,7,1800,161.0,56058.0,1,10000.0
ford,2014,4,1600,113.0,140345.0,2,100.0
vw,2014,4,3600,248.0,1047.0,0,17650.0
ford,2017,1,1400,111.0,1624.0,0,8800.0
vw,2010,8,1200,100.0,18102.0,3,2700.0
ford,2011,7,1600,115.0,8094.0,2,2800.0
ford,2013,5,2500,168.0,32758.0,2,4600.0
ford,2012,6,1400,99.0,24073.0,1,2600.0
ferrari,2010,8,4500,425.0,149523.0,3,10150.0
ford,2009,9,3000,187.0,33641.0,2,1650.0
ford,2014,4,3000,204.0,59166.0,1,7300.0
vw,2015,3,1500,119.0,2003.0,1,9300.0
vw,2013,5,3600,253.0,36725.0,3,9550.0
bmw,2010,8,4500,328.0,160503.0,2,100.0
ford,2015,3,1600,122.0,18342.0,0,6450.0
ford,2013,5,2000,142.0,32232.0,0,5300.0
ford,2012,6,1600,119.0,4685.0,0,4500.0
ford,2017,1,2500,182.0,6867.0,0,11200.0
vw,2015,3,1900,153.0,30375.0,0,9550.0
ford,2015,3,2000,148.0,29539.0,2,5450.0
ford,2014,4,1400,107.0,36756.0,0,5700.0
kia,2008,10,800,53.0,0.0,2,1300.0
vw,2017,1,1200,102.0,5061.0,1,8400.0
ford,2016,2,2500,177.0,26056.0,0,8700.0
ford,2017,1,1100,85.0,1985.0,1,7400.0
ford,2015,3,3000,211.0,13256.0,2,9000.0
vw,2011,7,1200,102.0,713.0,0,6400.0
ford,2012,6,1100,85.0,136634.0,3,100.0
vw,2009,9,3600,242.0,68528.0,1,6800.0
vw,2014,4,1900,138.0,1734.0,1,7450.0
ford,2009,9,3000,190.0,39980.0,2,1500.0
vw,2012,6,2300,171.0,40747.0,0,9300.0
vw,2014,4,1500,117.0,6129.0,0,9650.0
bmw,2008,10,4000,273.0,116424.0,2,550.0
bmw,2016,2,3500,274.0,44.0,0,23650.0
kia,2009,9,1200,80.0,130313.0,1,700.0
bmw,2017,1,4000,330.0,8503.0,0,33300.0
bmw,2009,9,3000,249.0,1836.0,2,8650.0
bmw,2017,1,3500,284.0,5599.0,0,25250.0
ford,2008,10,3000,187.0,33560.0,4,100.0
ford,2017,1,1400,106.0,395.0,0,8750.0
bmw,2009,9,2300,183.0,56743.0,3,5900.0
bmw,2013,5,4500,359.0,17661.0,2,20000.0
kia,2010,8,1000,70.0,200627.0,4,100.0
bmw,2017,1,3000,253.0,765.0,0,27350.0
ford,2016,2,1800,136.0,1704.0,0,9650.0
vw,2009,9,3600,239.0,41988.0,1,8250.0
bmw,2009,9,1800,175.0,17701.0,1,7250.0
vw,2012,6,1900,139.0,80742.0,2,4950.0
vw,2013,5,1900,149.0,3722.0,3,5950.0
vw,2009,9,1900,127.0,21693.0,1,5600.0
ford,2010,8,1100,81.0,126822.0,0,100.0
ford,2015,3,1100,91.0,39216.0,1,4150.0
ford,2017,1,2200,161.0,2129.0,0,11200.0
ford,2011,7,2500,167.0,15895.0,0,5200.0
vw,2017,1,2300,173.0,3672.0,1,13700.0
ford,2009,9,2000,138.0,174877.0,2,100.0
kia,2015,3,800,61.0,34408.0,0,3800.0
bmw,2013,5,2300,199.0,29869.0,1,14400.0
vw,2014,4,1500,120.0,47881.0,0,8900.0
ford,2015,3,3000,206.0,32382.0,1,7150.0
ford,2012,6,1600,115.0,17007.0,2,2600.0
ford,2008,10,2200,138.0,46085.0,2,100.0
ford,2014,4,1100,81.0,7831.0,2,3500.0
bmw,2014,4,3500,276.0,7822.0,1,17650.0
vw,2016,2,1500,121.0,35056.0,0,10250.0
vw,2015,3,1700,132.0,24868.0,1,10250.0
ford,2012,6,3000,204.0,7764.0,0,6650.0
ford,2012,6,1800,125.0,56763.0,2,1450.0
vw,2010,8,3600,238.0,77125.0,0,9650.0
ford,2014,4,2200,161.0,22722.0,2,5200.0
vw,2008,10,1900,137.0,51093.0,4,1200.0
vw,2013,5,1900,144.0,24861.0,1,7250.0
ford,2008,10,1600,112.0,4715.0,0,2700.0
bmw,2008,10,2300,183.0,25136.0,1,6500.0
kia,2010,8,1200,78.0,8029.0,2,2500.0
kia,2012,6,1200,84.0,5700.0,0,4600.0
vw,2008,10,1200,90.0,9928.0,3,2650.0
vw,2011,7,1900,135.0,33253.0,2,6350.0
vw,2012,6,2300,164.0,13284.0,1,10150.0
ford,2015,3,3000,209.0,19601.0,0,11000.0
vw,2008,10,3600,233.0,34451.0,4,4850.0
ford,2016,2,3000,217.0,17864.0,0,11700.0
kia,2009,9,1400,91.0,32289.0,2,2750.0
ferrari,2011,7,3600,392.0,4559.0,1,82600.0
vw,2016,2,1900,155.0,11133.0,0,12200.0
ford,2009,9,2000,135.0,231502.0,0,100.0
ford,2010,8,2500,162.0,79835.0,0,1650.0
ford,2014,4,1400,107.0,29552.0,1,4800.0
ford,2012,6,2500,174.0,70117.0,2,2350.0
vw,2008,10,1200,92.0,75113.0,1,2400.0
bmw,2017,1,4500,372.0,11989.0,0,35250.0
vw,2008,10,1500,108.0,60383.0,3,1200.0
ford,2014,4,2000,142.0,16522.0,1,5900.0
ford,2015,3,2500,175.0,34699.0,1,8050.0
ford,2014,4,3000,206.0,2080.0,3,6800.0
vw,2016,2,1200,106.0,6763.0,1,9700.0
vw,2015,3,1700,128.0,51989.0,0,9550.0
vw,2016,2,1700,131.0,26013.0,0,10700.0
ford,2013,5,1800,124.0,18190.0,0,4950.0
vw,2011,7,1700,127.0,19602.0,2,5700.0
vw,2015,3,3600,256.0,3727.0,0,14600.0
ford,2008,10,1800,124.0,53546.0,2,100.0
ford,2014,4,1100,85.0,5516.0,1,5050.0
ford,2008,10,1800,124.0,61086.0,3,100.0
ford,2017,1,3000,211.0,592.0,0,14550.0
kia,2008,10,800,54.0,4157.0,1,1800.0
ford,2015,3,1400,105.0,7591.0,0,7550.0
ford,2012,6,1600,114.0,101642.0,0,1200.0
kia,2010,8,1100,73.0,111961.0,3,100.0
vw,2014,4,2300,162.0,12204.0,0,10650.0
ford,2017,1,3000,220.0,8206.0,0,13250.0
ford,2013,5,2500,168.0,25193.0,1,4850.0
bmw,2014,4,1800,189.0,12575.0,0,17150.0
vw,2012,6,1900,139.0,9094.0,1,8050.0
vw,2009,9,1700,128.0,5146.0,3,3750.0
bmw,2017,1,3000,258.0,492.0,0,30150.0
bmw,2009,9,4000,285.0,1494.0,0,11650.0
bmw,2011,7,2300,200.0,60462.0,0,11550.0
bmw,2015,3,4500,361.0,38714.0,0,22200.0
ford,2010,8,1400,99.0,44975.0,3,100.0
vw,2008,10,2300,156.0,36997.0,4,2550.0
ford,2016,2,1400,108.0,3901.0,0,9300.0
kia,2011,7,1100,77.0,79740.0,0,2300.0
ford,2009,9,1400,101.0,25917.0,2,750.0
vw,2009,9,2300,159.0,19093.0,1,7250.0
vw,2012,6,3600,242.0,1001.0,0,12400.0
bmw,2009,9,4000,305.0,62772.0,2,11300.0
vw,2014,4,1700,138.0,26810.0,2,6650.0
vw,2012,6,3600,245.0,285.0,2,9150.0
vw,2010,8,3600,244.0,86528.0,1,7700.0
ford,2008,10,2500,156.0,49129.0,1,900.0
vw,2016,2,2300,173.0,340.0,0,14700.0
ford,2017,1,1400,105.0,626.0,0,9750.0
bmw,2013,5,3000,252.0,12715.0,3,13550.0
bmw,2009,9,4000,276.0,28057.0,0,13100.0
ford,2009,9,1800,118.0,40125.0,1,1200.0
ford,2010,8,1600,110.0,72357.0,0,1200.0
ford,2017,1,2000,151.0,303.0,0,11450.0
ford,2014,4,2200,156.0,27451.0,0,6500.0
ferrari,2013,5,4500,429.0,22833.0,1,63400.0
ford,2012,6,1800,128.0,44630.0,3,1350.0
vw,2016,2,3600,257.0,8146.0,0,17550.0
ford,2012,6,3000,202.0,54799.0,0,4800.0
vw,2009,9,1500,114.0,142892.0,0,2700.0
ford,2016,2,2200,162.0,863.0,1,8550.0
ford,2010,8,1100,83.0,120942.0,0,100.0
bmw,2011,7,2300,219.0,1740.0,2,11200.0
ford,2014,4,1800,132.0,37858.0,1,5650.0
kia,2015,3,800,59.0,3043.0,0,4300.0
vw,2010,8,1700,118.0,83461.0,2,2950.0
ford,2012,6,2500,167.0,58993.0,1,2850.0
ford,2008,10,1600,111.0,18367.0,4,100.0
vw,2017,1,1900,153.0,2531.0,0,12300.0
ford,2014,4,2500,173.0,56493.0,0,5500.0
bmw,2012,6,4000,317.0,9557.0,0,20150.0
vw,2012,6,1700,135.0,82085.0,1,4600.0
ford,2012,6,2500,168.0,24043.0,2,4100.0
kia,2009,9,1000,67.0,4748.0,0,2850.0
ford,2010,8,1400,97.0,119481.0,3,100.0
kia,2017,1,1400,102.0,3996.0,0,8250.0
bmw,2012,6,3000,252.0,49339.0,1,12200.0
bmw,2008,10,2300,179.0,118274.0,3,100.0
vw,2010,8,2300,159.0,31391.0,3,4850.0
bmw,2015,3,4000,325.0,4368.0,1,24800.0
kia,2012,6,1400,96.0,49935.0,3,4600.0
vw,2013,5,1700,135.0,14494.0,2,6700.0
ford,2014,4,1800,126.0,3404.0,0,7000.0
ford,2010,8,2200,150.0,15740.0,1,3400.0
vw,2015,3,3600,256.0,13597.0,3,15000.0
ford,2016,2,1600,117.0,477.0,0,7350.0
kia,2017,1,1200,87.0,6157.0,0,8650.0
vw,2010,8,1900,133.0,2258.0,0,6300.0
kia,2010,8,1000,65.0,66777.0,3,650.0
ford,2014,4,1100,88.0,37021.0,0,4250.0
ford,2009,9,1100,78.0,84563.0,3,100.0
ford,2017,1,2000,153.0,189.0,0,11350.0
bmw,2016,2,4500,344.0,2446.0,1,28750.0
ford,2016,2,2000,150.0,1606.0,0,9650.0
bmw,2009,9,4500,316.0,5015.0,3,6850.0
bmw,2009,9,4500,325.0,118737.0,3,100.0
ferrari,2010,8,5000,490.0,5152.0,1,116450.0
ford,2011,7,2000,137.0,106033.0,1,350.0
ford,2008,10,1800,120.0,26625.0,1,1250.0
ford,2016,2,2500,183.0,30453.0,0,10050.0
kia,2017,1,1100,81.0,3723.0,0,5750.0
ford,2010,8,2000,132.0,22285.0,3,1100.0
ford,2012,6,1100,84.0,45077.0,2,1000.0
kia,2014,4,1200,85.0,29069.0,1,4900.0
bmw,2017,1,2300,204.0,19098.0,1,19450.0
vw,2017,1,1900,150.0,6777.0,0,13050.0
vw,2015,3,2300,178.0,20350.0,0,12700.0
kia,2010,8,1100,73.0,102423.0,2,750.0
vw,2014,4,1200,105.0,870.0,0,8150.0
bmw,2012,6,3000,228.0,13660.0,4,8050.0
kia,2015,3,1400,96.0,9107.0,0,6200.0
ford,2011,7,2500,169.0,4139.0,0,4400.0
ford,2014,4,2500,170.0,4826.0,0,7500.0
bmw,2012,6,2300,204.0,3658.0,1,14600.0
bmw,2016,2,4000,337.0,5782.0,0,25100.0
ford,2009,9,1400,95.0,23227.0,0,2050.0
bmw,2010,8,4000,298.0,21859.0,2,10100.0
ferrari,2013,5,3600,350.0,17486.0,1,72450.0
ford,2015,3,2500,175.0,4395.0,1,8450.0
vw,2016,2,2300,167.0,8356.0,1,13100.0
ford,2008,10,2200,141.0,6363.0,1,2450.0
vw,2010,8,3600,244.0,29959.0,2,7400.0
ford,2013,5,2500,174.0,27393.0,1,6550.0
ford,2016,2,3000,212.0,16823.0,0,10600.0
ford,2011,7,1100,85.0,2904.0,4,450.0
kia,2014,4,1100,77.0,38067.0,2,3150.0
vw,2010,8,1700,132.0,40331.0,2,4550.0
kia,2016,2,1000,75.0,23938.0,1,6400.0
vw,2012,6,2300,162.0,68900.0,2,6200.0
vw,2014,4,1500,118.0,65411.0,2,5700.0
bmw,2015,3,4000,325.0,28220.0,0,23050.0
ford,2016,2,1800,131.0,13995.0,0,8650.0
ford,2009,9,2200,140.0,69153.0,4,100.0
vw,2010,8,1900,136.0,22238.0,5,2200.0
ford,2014,4,2000,147.0,36551.0,0,6300.0
vw,2012,6,1700,128.0,7853.0,1,6700.0
vw,2008,10,1700,125.0,38865.0,1,3800.0
vw,2013,5,2300,168.0,18760.0,4,5550.0
ford,2017,1,1800,136.0,2183.0,0,10150.0
vw,2013,5,1200,94.0,57.0,0,7100.0
ford,2012,6,1800,125.0,8970.0,1,4500.0
ford,2017,1,2500,178.0,2968.0,1,11700.0
kia,2014,4,1100,77.0,3388.0,0,5100.0
ford,2009,9,1600,111.0,45818.0,2,150.0
kia,2009,9,1200,79.0,90886.0,1,1600.0
ford,2016,2,1400,108.0,13573.0,0,8000.0
bmw,2008,10,3000,242.0,8530.0,3,6650.0
vw,2017,1,1900,148.0,3228.0,1,9650.0
kia,2010,8,1100,72.0,31297.0,0,3250.0
ford,2009,9,2500,160.0,25121.0,1,2150.0
ford,2014,4,2500,180.0,6337.0,2,7400.0
ford,2014,4,3000,208.0,47202.0,1,8000.0
ford,2013,5,1800,132.0,7720.0,0,5950.0
kia,2008,10,800,53.0,32907.0,1,950.0
vw,2017,1,1200,101.0,1063.0,0,10050.0
ford,2012,6,1600,119.0,27652.0,1,3300.0
ford,2013,5,2500,173.0,18927.0,1,6950.0
ford,2013,5,2200,158.0,7032.0,0,7050.0
ford,2017,1,3000,214.0,20466.0,1,11000.0
ford,2009,9,3000,193.0,33860.0,4,300.0
ford,2009,9,1400,97.0,62428.0,2,100.0
kia,2016,2,800,59.0,6933.0,0,4700.0
ford,2014,4,3000,202.0,9353.0,2,6550.0
ford,2013,5,1100,88.0,38911.0,0,3300.0
ford,2013,5,1100,80.0,11766.0,2,2250.0
kia,2013,5,1200,84.0,36674.0,2,4150.0
kia,2011,7,1200,79.0,19880.0,2,2950.0
bmw,2013,5,2500,212.0,13375.0,1,14350.0
vw,2013,5,1200,91.0,91648.0,2,3500.0
ford,2009,9,2500,160.0,82474.0,2,100.0
bmw,2015,3,2500,238.0,4186.0,0,22450.0
vw,2017,1,2300,170.0,12485.0,0,12900.0
vw,2017,1,1200,96.0,1011.0,0,10450.0
vw,2016,2,1200,98.0,6215.0,1,9150.0
bmw,2008,10,4000,277.0,12238.0,4,4850.0
ford,2011,7,1100,79.0,77493.0,1,150.0
ford,2011,7,3000,199.0,13122.0,2,3350.0
bmw,2008,10,2300,178.0,21297.0,2,5850.0
vw,2013,5,1200,98.0,51273.0,1,6700.0
ford,2011,7,1800,123.0,69679.0,3,100.0
ferrari,2010,8,5700,535.0,32181.0,0,103500.0
vw,2017,1,3600,262.0,1311.0,0,18450.0
ford,2014,4,1600,119.0,14165.0,0,6050.0
vw,2011,7,1700,121.0,65128.0,0,5750.0
kia,2010,8,1100,74.0,22135.0,3,1800.0
ford,2012,6,1600,112.0,33996.0,4,500.0
vw,2016,2,1900,154.0,6589.0,0,12100.0
vw,2010,8,1200,88.0,26798.0,4,1600.0
vw,2010,8,2300,161.0,30162.0,1,5900.0
vw,2015,3,3600,263.0,42033.0,3,12600.0
kia,2015,3,1400,101.0,3355.0,0,7950.0
vw,2009,9,1500,107.0,10653.0,2,3950.0
bmw,2008,10,2500,185.0,104755.0,1,2300.0
kia,2014,4,800,59.0,880.0,0,4650.0
vw,2015,3,1500,115.0,5363.0,1,8700.0
vw,2015,3,1500,117.0,13273.0,0,8600.0
vw,2011,7,1200,99.0,52618.0,2,3400.0
ford,2014,4,1600,116.0,58423.0,0,4750.0
ford,2013,5,1100,81.0,25729.0,0,3700.0
ford,2009,9,1600,104.0,62306.0,1,250.0
ford,2014,4,2000,145.0,11882.0,0,7300.0
ford,2008,10,2000,131.0,213464.0,3,100.0
vw,2009,9,3600,235.0,13341.0,4,5600.0
ford,2013,5,1800,129.0,6202.0,3,3600.0
ford,2010,8,2500,165.0,70796.0,3,100.0
ferrari,2014,4,5700,551.0,27625.0,0,116600.0
vw,2013,5,1500,123.0,26334.0,0,7950.0
vw,2012,6,1700,125.0,31540.0,1,7300.0
ford,2016,2,1800,132.0,10189.0,1,8950.0
ford,2009,9,2500,163.0,100919.0,3,100.0
ford,2008,10,2000,127.0,3295.0,1,2150.0
vw,2011,7,3600,240.0,24506.0,1,9250.0
ford,2017,1,1600,122.0,5741.0,0,9600.0
vw,2010,8,2300,163.0,19420.0,0,7150.0
ford,2014,4,1100,83.0,24593.0,2,2700.0
ferrari,2011,7,4500,439.0,25185.0,2,53500.0
ford,2014,4,1400,100.0,8579.0,0,6100.0
bmw,2013,5,2300,196.0,1455.0,0,11050.0
ford,2015,3,2200,160.0,44697.0,0,6200.0
bmw,2009,9,3000,237.0,22807.0,1,9750.0
ford,2013,5,1100,79.0,26854.0,0,3450.0
ford,2008,10,2000,136.0,158213.0,2,100.0
ford,2017,1,1800,135.0,1127.0,0,9550.0
ford,2008,10,1600,108.0,14311.0,3,100.0
ford,2015,3,1100,88.0,17954.0,1,4800.0
ford,2010,8,1100,77.0,2126.0,1,2400.0
ford,2015,3,1600,117.0,1179.0,2,5700.0
ford,2015,3,2000,149.0,47393.0,0,7550.0
kia,2010,8,1000,66.0,94.0,0,3850.0
ford,2012,6,2200,150.0,8040.0,0,5250.0
vw,2017,1,1500,120.0,8632.0,0,10950.0
bmw,2016,2,2300,215.0,17473.0,0,21550.0
vw,2012,6,1500,123.0,45365.0,5,1800.0
ford,2017,1,3000,213.0,3161.0,1,12750.0
ford,2015,3,1400,111.0,4180.0,1,6400.0
ford,2012,6,3000,197.0,36504.0,1,4700.0
vw,2012,6,2300,158.0,4854.0,3,6300.0
ford,2015,3,3000,209.0,19573.0,0,10100.0
ford,2013,5,2500,172.0,8817.0,1,6650.0
ford,2012,6,2200,148.0,24644.0,2,4000.0
ferrari,2016,2,3600,378.0,83.0,0,121300.0
vw,2017,1,1500,126.0,5609.0,0,12250.0
vw,2012,6,1500,113.0,43304.0,1,5000.0
vw,2012,6,3600,251.0,51391.0,0,11450.0
vw,2017,1,2300,180.0,1054.0,0,14500.0
vw,2010,8,1700,122.0,117594.0,1,3100.0
ford,2016,2,2000,149.0,3151.0,0,9650.0
bmw,2013,5,2300,192.0,21210.0,1,14050.0
bmw,2010,8,3500,254.0,29491.0,0,11200.0
ford,2008,10,3000,188.0,25882.0,3,600.0
vw,2010,8,3600,240.0,133828.0,3,3950.0
vw,2016,2,1700,135.0,9189.0,1,10650.0
ford,2010,8,1400,94.0,116885.0,2,100.0
ford,2014,4,1400,106.0,4321.0,0,6100.0
ford,2015,3,1800,130.0,14389.0,0,7500.0
kia,2015,3,1000,73.0,8048.0,0,6800.0
ford,2013,5,2000,144.0,46544.0,0,4900.0
ford,2008,10,1600,111.0,47636.0,2,100.0
bmw,2012,6,2300,220.0,28109.0,2,13000.0
kia,2016,2,1400,98.0,14691.0,0,8650.0
ford,2012,6,1800,126.0,24907.0,1,2750.0
bmw,2008,10,1800,173.0,3825.0,1,8050.0
ford,2014,4,2000,141.0,5151.0,1,6600.0
ford,2015,3,2000,146.0,22645.0,0,7300.0
vw,2017,1,1700,137.0,5794.0,0,12400.0
vw,2013,5,1700,126.0,5709.0,2,6150.0
ford,2017,1,1800,137.0,431.0,0,8250.0
bmw,2011,7,2300,195.0,1655.0,0,11600.0
vw,2008,10,1500,107.0,4616.0,2,4750.0
bmw,2015,3,3500,273.0,6992.0,1,20050.0
bmw,2008,10,1800,152.0,56721.0,3,4000.0
ford,2011,7,1800,126.0,24157.0,2,2150.0
vw,2015,3,3600,261.0,1817.0,1,16900.0
ford,2010,8,3000,191.0,38845.0,1,3150.0
ford,2008,10,3000,191.0,4190.0,4,800.0
bmw,2014,4,2500,239.0,5692.0,2,17400.0
ford,2008,10,1100,80.0,2250.0,1,1700.0
vw,2015,3,3600,256.0,22192.0,0,16050.0
ford,2013,5,1400,106.0,13722.0,1,3650.0
ford,2009,9,1800,117.0,18204.0,1,1950.0
kia,2010,8,1100,75.0,27010.0,1,2850.0
ford,2016,2,1800,133.0,4838.0,0,9100.0
ford,2014,4,1800,132.0,29452.0,0,6000.0
ford,2014,4,1600,119.0,1311.0,2,5450.0
vw,2016,2,1900,152.0,8152.0,1,10900.0
bmw,2015,3,1800,186.0,14875.0,0,18000.0
vw,2012,6,1500,112.0,7253.0,0,8400.0
vw,2011,7,1700,121.0,11916.0,2,5950.0
vw,2013,5,1900,139.0,16218.0,1,8500.0
ford,2012,6,3000,201.0,99690.0,1,3000.0
vw,2009,9,3600,242.0,2812.0,3,7350.0
bmw,2009,9,2300,200.0,56470.0,4,5700.0
kia,2013,5,1400,95.0,12338.0,0,7100.0
ford,2012,6,2500,167.0,5567.0,1,5850.0
bmw,2015,3,3000,250.0,15656.0,1,20900.0
ford,2011,7,2500,168.0,1289.0,1,3750.0
ford,2010,8,1400,95.0,9107.0,0,3000.0
ford,2017,1,1800,139.0,2036.0,0,8850.0
bmw,2010,8,1800,179.0,76475.0,3,3700.0
ford,2013,5,2500,170.0,1109.0,2,5650.0
vw,2017,1,3600,262.0,1350.0,0,18950.0
ford,2013,5,3000,202.0,28026.0,1,6600.0
ford,2008,10,1800,119.0,7982.0,0,2300.0
ford,2011,7,2000,139.0,158054.0,1,100.0
vw,2016,2,1700,137.0,14445.0,0,11700.0
vw,2013,5,1500,120.0,15217.0,2,6550.0
kia,2009,9,1100,73.0,22344.0,1,2750.0
ford,2011,7,2200,148.0,4622.0,3,2050.0
ford,2011,7,1100,85.0,102349.0,1,100.0
ford,2015,3,2200,158.0,10160.0,3,5600.0
ford,2014,4,2000,144.0,8003.0,0,7600.0
vw,2012,6,1700,123.0,8132.0,1,7900.0
bmw,2017,1,4500,374.0,1269.0,1,39150.0
bmw,2013,5,4500,324.0,28046.0,1,15000.0
vw,2017,1,2300,174.0,2991.0,0,14900.0
kia,2016,2,1400,102.0,25275.0,2,6900.0
vw,2016,2,1700,133.0,6846.0,1,10800.0
ford,2017,1,2000,147.0,972.0,0,10300.0
kia,2009,9,1000,64.0,36745.0,1,1800.0
ford,2013,5,2500,172.0,1606.0,0,6650.0
vw,2012,6,3600,242.0,43689.0,0,14250.0
vw,2017,1,2300,178.0,5360.0,0,12700.0
vw,2009,9,2300,165.0,26838.0,1,6250.0
vw,2013,5,1500,116.0,37861.0,0,6650.0
vw,2012,6,2300,168.0,77442.0,1,6850.0
ford,2016,2,3000,214.0,1171.0,1,9950.0
ford,2016,2,1600,119.0,299.0,0,8700.0
ford,2009,9,2000,135.0,43422.0,3,100.0
vw,2011,7,3600,235.0,22625.0,2,8100.0
vw,2015,3,3600,253.0,1598.0,0,11400.0
ford,2015,3,2000,143.0,5832.0,1,6050.0
ford,2011,7,1400,97.0,42896.0,0,2500.0
vw,2010,8,1500,111.0,14177.0,1,5100.0
bmw,2008,10,2300,206.0,21263.0,2,7200.0
vw,2013,5,3600,255.0,183950.0,2,7050.0
ford,2010,8,2000,135.0,71984.0,2,100.0
vw,2011,7,3600,240.0,8328.0,2,11250.0
vw,2013,5,1700,134.0,29130.0,1,7800.0
ford,2014,4,2500,178.0,42011.0,0,6400.0
ford,2011,7,3000,197.0,4051.0,1,4600.0
vw,2015,3,1700,137.0,1576.0,0,10250.0
ford,2010,8,1100,82.0,25391.0,2,850.0
ferrari,2017,1,5000,516.0,3846.0,1,114050.0
ford,2017,1,2500,187.0,2576.0,0,13350.0
bmw,2017,1,3000,256.0,28004.0,1,24100.0
vw,2015,3,1200,106.0,47505.0,1,7050.0
vw,2015,3,1500,119.0,10389.0,2,7700.0
ford,2009,9,3000,189.0,48087.0,1,2000.0
ford,2012,6,1800,122.0,62044.0,2,1400.0
vw,2011,7,1500,114.0,91638.0,1,3750.0
ford,2016,2,1100,84.0,19942.0,0,6100.0
vw,2012,6,1500,109.0,1041.0,2,6550.0
ford,2016,2,1800,132.0,4242.0,1,8200.0
vw,2008,10,1200,97.0,71561.0,1,2800.0
ford,2013,5,3000,205.0,5017.0,1,8050.0
ford,2017,1,2500,181.0,2917.0,0,10600.0
kia,2009,9,1400,92.0,44056.0,4,1300.0
bmw,2013,5,2500,209.0,101.0,1,14200.0
ford,2016,2,1100,91.0,12875.0,0,7100.0
ford,2009,9,3000,194.0,85213.0,1,700.0
ford,2012,6,2000,137.0,116700.0,3,100.0
ford,2014,4,1100,81.0,5748.0,1,3800.0
ford,2009,9,1400,94.0,3021.0,0,3250.0
bmw,2017,1,2500,245.0,3121.0,0,24150.0
ferrari,2017,1,5000,452.0,7835.0,2,93250.0
bmw,2012,6,2300,189.0,73072.0,0,7450.0
ford,2009,9,2200,150.0,137468.0,1,100.0
ford,2011,7,3000,198.0,42223.0,2,3200.0
kia,2008,10,1400,87.0,109534.0,4,100.0
ford,2016,2,1600,122.0,11593.0,0,7950.0
vw,2011,7,3600,249.0,19914.0,7,4550.0
vw,2016,2,2300,178.0,4727.0,0,14800.0
vw,2013,5,3600,247.0,37606.0,1,14050.0
ford,2016,2,3000,213.0,90.0,0,11300.0
ford,2008,10,1100,84.0,22041.0,1,950.0
bmw,2016,2,4500,352.0,4474.0,0,28500.0
vw,2015,3,3600,254.0,4452.0,0,16600.0
kia,2016,2,1100,80.0,94.0,0,7300.0
ford,2013,5,1100,85.0,27049.0,1,3000.0
vw,2013,5,2300,163.0,51441.0,2,6100.0
vw,2016,2,1200,97.0,7835.0,0,9850.0
ford,2011,7,2200,151.0,27057.0,0,3250.0
ford,2014,4,2500,173.0,646.0,0,7400.0
ford,2012,6,2200,151.0,16902.0,1,5300.0
vw,2011,7,1700,121.0,148914.0,2,1800.0
vw,2016,2,3600,262.0,4290.0,1,17750.0
ford,2016,2,1400,106.0,13011.0,0,6950.0
vw,2015,3,1200,99.0,15710.0,0,9400.0
kia,2016,2,1200,85.0,13127.0,1,6800.0
vw,2014,4,1200,104.0,52344.0,0,6800.0
kia,2015,3,1000,72.0,1163.0,1,5150.0
ford,2017,1,1800,133.0,3718.0,0,9550.0
vw,2009,9,3600,240.0,17610.0,0,10500.0
ford,2015,3,1600,115.0,6121.0,1,7500.0
ford,2015,3,3000,207.0,6582.0,1,8450.0
vw,2012,6,1700,135.0,22665.0,1,7650.0
vw,2012,6,3600,244.0,6222.0,2,9600.0
vw,2015,3,3600,257.0,7909.0,1,17450.0
vw,2013,5,2300,162.0,2547.0,0,10450.0
ford,2008,10,1400,93.0,29800.0,2,100.0
ford,2014,4,1600,114.0,7792.0,0,6550.0
kia,2010,8,1100,74.0,59667.0,0,2600.0
vw,2011,7,2300,164.0,4688.0,2,6850.0
vw,2015,3,2300,176.0,9074.0,0,12100.0
kia,2009,9,800,55.0,268071.0,2,100.0
vw,2009,9,1900,141.0,7529.0,1,6750.0
kia,2016,2,800,59.0,9710.0,0,5350.0
ford,2017,1,1600,118.0,988.0,1,8950.0
ford,2016,2,2500,182.0,5898.0,0,10050.0
vw,2015,3,1900,144.0,14646.0,1,10350.0
ferrari,2014,4,5000,452.0,10327.0,0,101050.0
kia,2015,3,800,60.0,9847.0,0,5200.0
vw,2012,6,1700,122.0,53744.0,0,8100.0
ford,2011,7,2000,136.0,2409.0,2,3550.0
vw,2011,7,1500,120.0,114564.0,2,2200.0
ford,2008,10,2500,162.0,64883.0,1,600.0
ford,2017,1,1600,125.0,1887.0,0,11150.0
ford,2013,5,1800,128.0,2718.0,1,5000.0
vw,2016,2,1200,97.0,15913.0,0,8950.0
ford,2008,10,1600,106.0,108426.0,3,100.0
bmw,2009,9,4000,308.0,17425.0,1,10900.0
vw,2011,7,1900,134.0,86985.0,2,3850.0
vw,2017,1,3600,259.0,1215.0,0,20000.0
kia,2015,3,800,61.0,22881.0,0,4850.0
ford,2017,1,1600,118.0,13844.0,0,9900.0
ford,2010,8,1400,96.0,39818.0,4,100.0
ford,2017,1,1800,131.0,4547.0,0,9350.0
bmw,2011,7,3500,290.0,56942.0,3,12250.0
vw,2014,4,1200,99.0,1665.0,1,8300.0
ford,2010,8,1800,128.0,32733.0,1,2300.0
vw,2013,5,2300,173.0,46364.0,1,8200.0
vw,2014,4,1700,131.0,11911.0,1,9800.0
